Type,Code,Row,CodeK,Sharh_kh,vahed,Serial,Tedad,Ghimat,Kol,Ghimatg,Kolg,ghimat2,kol2,GhimatF,MabArzesh,DarTkh,MabTkh,KolNet,KolAdd,kol22,rateKol,ghimatTamam,TedadBack,RemTedadBack,GhimMas,GhimatKhales,MabKhales
3,279,3,6260053183974,,,,1,137000,137000,137000,137000,137000,99449,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,137000,137000
3,279,1,6260161527530,,,,1,285000,285000,285000,285000,285000,267060,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,285000,285000
3,279,2,6261583010341,,,,3,40000,120000,40000,120000,40000,101874,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40000,120000
3,280,3,6260138470289,,,,1,308000,308000,308000,308000,308000,280643,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308000,308000
3,280,4,6260138499235,,,,1,398000,398000,398000,398000,398000,364904,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,398000,398000
3,280,5,6262130401100,,,,6,33000,198000,33000,198000,33000,156175,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33000,198000
3,280,6,6262130401131,,,,3,35000,105000,35000,105000,35000,85020,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35000,105000
3,280,2,80065,,كيلو,,0.66,870000,574200,870000,574200,870000,533373,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870000,574200
3,280,1,80325,,كيلو,,0.55,825000,453750,825000,453750,825000,339420,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,825000,453750
3,281,1,6260756701062,,,,1,175000,175000,175000,175000,175000,144697,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175000,175000
3,282,2,6260247110069,,,,1,55000,55000,55000,55000,55000,45998,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55000,55000
3,282,1,80217,,كيلو,,0.59,3250000,1917500,3250000,1917500,3250000,1679867,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3250000,1917500
3,283,10,6260002926331,,,,1,139000,139000,139000,139000,139000,123608,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139000,139000
3,283,7,6260161512222,,,,1,185000,185000,185000,185000,185000,157784,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185000,185000
3,283,8,6260543502131,,,,1,85000,85000,85000,85000,85000,59083,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85000,85000
3,283,9,6260543502506,,,,1,85000,85000,85000,85000,85000,76133,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85000,85000
3,283,5,6260686261315,,,,1,175000,175000,175000,175000,175000,155555,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175000,175000
3,283,3,6260806400068,,,,1,168000,168000,168000,168000,168000,148156,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168000,168000
3,283,4,6262003400148,,,,1,305000,305000,305000,305000,305000,192873,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305000,305000
3,283,2,6262688700540,,,,1,159000,159000,159000,159000,159000,146600,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,159000,159000
3,283,1,6262688700656,,,,1,159000,159000,159000,159000,159000,145600,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,159000,159000
3,283,6,70066,,,,30,1800,54000,1800,54000,1800,36750,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1800,54000
3,284,1,6262032506736,,,,1,415000,415000,415000,415000,415000,382956,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,415000,415000
3,284,2,6269352100491,,,,1,393000,393000,393000,393000,393000,372028,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,393000,393000
3,285,1,6260010501162,,,,1,389000,389000,389000,389000,389000,356133,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,389000,389000
3,285,2,6260152300425,,,,1,2908000,2908000,2908000,2908000,2908000,2726292,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2908000,2908000
3,286,1,6269352100453,,,,1,429000,429000,429000,429000,429000,403047,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,429000,429000
3,287,1,6260768500509,,,,1,305000,305000,305000,305000,305000,279435,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305000,305000
3,288,1,80088,,كيلو,,0.405,620000,251100,620000,251100,620000,225970,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,620000,251100
3,289,1,6260918600592,,,,1,245000,245000,245000,245000,245000,223116,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,245000,245000
3,290,8,071984000003,,,,1,175000,175000,175000,175000,175000,138954,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175000,175000
3,290,4,6260055843036,,,,1,148000,148000,148000,148000,148000,122806,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,148000,148000
3,290,5,6260786500048,,,,1,34000,34000,34000,34000,34000,27649,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34000,34000
3,290,2,6260806400075,,,,1,165000,165000,165000,165000,165000,147500,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165000,165000
3,290,3,6260806400099,,,,1,168000,168000,168000,168000,168000,148349,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168000,168000
3,290,7,6267778100262,,,,1,899000,899000,899000,899000,899000,824160,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,899000,899000
3,290,1,80075,,كيلو,,0.655,438000,286890,438000,286890,438000,272863,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438000,286890
3,290,6,80195,,كيلو,,0.22,1630000,358600,1630000,358600,1630000,232804,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1630000,358600
3,291,1,6262003400124,,,,1,130000,130000,130000,130000,130000,117172,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,130000,130000
3,292,2,6261943702206,,,,1,179000,179000,179000,179000,179000,152773,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179000,179000
3,292,1,80088,,كيلو,,1.195,620000,740900,620000,740900,620000,666750,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,620000,740900
3,293,2,6260055843036,,,,1,148000,148000,148000,148000,148000,122806,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,148000,148000
3,293,1,80188,,كيلو,,1.1,465000,511500,465000,511500,465000,424217,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,465000,511500
3,294,2,6261715250607,,,,2,35000,70000,35000,70000,35000,61323,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35000,70000
3,294,1,6267277700710,,,,2,55000,110000,55000,110000,55000,96516,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55000,110000
3,294,3,8697449911893,,,,2,37000,74000,37000,74000,37000,63760,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37000,74000
3,294,4,8996001414002,,,,2,96000,192000,96000,192000,96000,163565,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96000,192000
3,295,2,70127,,,,1,168000,168000,168000,168000,168000,54163,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168000,168000
3,295,1,70486,,,,1,158000,158000,158000,158000,158000,129655,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158000,158000
3,295,3,80031,,كيلو,,2.28,240000,547200,240000,547200,240000,510171,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,240000,547200
3,296,2,6260134400457,,,,1,15000,15000,15000,15000,15000,9289,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,15000
3,296,1,80112,,كيلو,,0.3,950000,285000,950000,285000,950000,235890,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,950000,285000
3,297,1,80226,,كيلو,,1.235,650000,802750,650000,802750,650000,778050,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,650000,802750
3,298,1,6264961900579,,,,1,109500,109500,109500,109500,109500,98878,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109500,109500
3,299,2,6260340700372,,,,1,355000,355000,355000,355000,355000,329000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,355000,355000
3,299,3,6260538501736,,,,1,165000,165000,165000,165000,165000,148279,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165000,165000
3,299,1,6260644332651,,,,1,385000,385000,385000,385000,385000,354570,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,385000,385000
3,300,2,6268167900012,,,,3,125000,375000,125000,375000,125000,348231,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125000,375000
3,300,1,80075,,كيلو,,0.405,438000,177390,438000,177390,438000,168717,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438000,177390
3,301,2,40181700982,,,,1,139000,139000,139000,139000,139000,117657,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139000,139000
3,301,1,6260161535665,,,,1,375000,375000,375000,375000,375000,334877,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,375000,375000
3,301,3,70263,,,,1,268000,268000,268000,268000,268000,227774,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,268000,268000
3,302,2,6260161535665,,,,1,375000,375000,375000,375000,375000,334876,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,375000,375000
3,302,3,6269337400738,,,,1,213000,213000,213000,213000,213000,194850,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213000,213000
3,302,1,70011,,,,1,228000,228000,228000,228000,228000,197000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,228000,228000
3,303,1,80217,,كيلو,,0.195,3250000,633750,3250000,633750,3250000,555210,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3250000,633750
3,304,2,6260436200663,,,,1,375000,375000,375000,375000,375000,293700,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,375000,375000
3,304,1,6267778101399,,,,1,1888000,1888000,1888000,1888000,1888000,1743748,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1888000,1888000
3,305,4,6260405201400,,,,1,309000,309000,309000,309000,309000,288461,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,309000,309000
3,305,1,80009,,كيلو,,0.395,850000,335750,850000,335750,850000,186816,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,850000,335750
3,305,2,80062,,كيلو,,0.495,335000,165825,335000,165825,335000,141689,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,335000,165825
3,305,3,80065,,كيلو,,0.61,870000,530700,870000,530700,870000,492966,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870000,530700
3,306,2,6260520201552,,,,1,1135000,1135000,1135000,1135000,1135000,1032564,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1135000,1135000
3,306,3,6260931400285,,,,1,175000,175000,175000,175000,175000,157117,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175000,175000
3,306,1,80185,,كيلو,,0.27,2280000,615600,2280000,615600,2280000,481295,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2280000,615600
3,307,2,6260138420956,,,,2,78000,156000,78000,156000,78000,140352,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78000,156000
3,307,1,6260161534828,,,,1,389000,389000,389000,389000,389000,355344,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,389000,389000
3,307,3,6262003401961,,,,1,235000,235000,235000,235000,235000,173197,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235000,235000
3,308,5,5060002830376,,,,1,485000,485000,485000,485000,485000,444206,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,485000,485000
3,308,3,6260162502550,,,,1,188000,188000,188000,188000,188000,173930,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,188000,188000
3,308,1,6260172700120,,,,2,165000,330000,165000,330000,165000,289058,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165000,330000
3,308,2,6260172700380,,,,1,215000,215000,215000,215000,215000,189149,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,215000,215000
3,308,4,80075,,كيلو,,1.89,438000,827820,438000,827820,438000,787345,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438000,827820
3,309,2,6260055843036,,,,1,148000,148000,148000,148000,148000,122806,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,148000,148000
3,309,3,6260176813611,,,,2,158000,316000,158000,316000,158000,294218,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158000,316000
3,309,1,6260176824150,,,,1,205000,205000,205000,205000,205000,194910,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205000,205000
3,310,1,6267588100018,,,,3,88000,264000,88000,264000,88000,159478,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88000,264000
3,310,2,80099,,كيلو,,0.47,1780000,836600,1780000,836600,1780000,831903,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1780000,836600
3,311,3,6260176813611,,,,2,158000,316000,158000,316000,158000,294218,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158000,316000
3,311,4,70525,,,,1,440000,440000,440000,440000,440000,400000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,440000,440000
3,311,1,80065,,كيلو,,0.63,870000,548100,870000,548100,870000,509129,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870000,548100
3,311,2,80075,,كيلو,,0.685,438000,300030,438000,300030,438000,285361,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438000,300030
3,312,2,6260124507524,,,,2,355000,710000,355000,710000,355000,486202,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,355000,710000
3,312,1,6266061106332,,,,1,1235000,1235000,1235000,1235000,1235000,1152803,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1235000,1235000
3,313,1,6260176813611,,,,1,158000,158000,158000,158000,158000,147109,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158000,158000
3,314,1,6260931400162,,,,1,189000,189000,189000,189000,189000,156370,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189000,189000
3,315,2,6260161551030,,,,1,365000,365000,365000,365000,365000,330436,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,365000,365000
3,315,1,6260842400350,,,,1,25000,25000,25000,25000,25000,14523,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25000,25000
3,316,1,6260136100171,,,,1,149000,149000,149000,149000,149000,134974,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,149000,149000
3,316,4,6262624902946,,,,1,109000,109000,109000,109000,109000,96921,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109000,109000
3,316,5,70525,,,,1,440000,440000,440000,440000,440000,400000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,440000,440000
3,316,3,80042,,كيلو,,0.19,908000,172520,908000,172520,908000,144525,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,908000,172520
3,316,6,80065,,كيلو,,0.66,870000,574200,870000,574200,870000,533373,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870000,574200
3,316,2,80098,,كيلو,,1.125,218000,245250,218000,245250,218000,212180,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218000,245250
3,317,1,6260039032623,,,,1,398000,398000,398000,398000,398000,356960,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,398000,398000
3,318,1,6260176813611,,,,1,158000,158000,158000,158000,158000,147109,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158000,158000
3,319,1,6264078404960,,,,1,79000,79000,79000,79000,79000,67605,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79000,79000
3,320,1,6260931400834,,,,2,120000,240000,120000,240000,120000,190585,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120000,240000
3,321,1,6260931401855,,,,1,118000,118000,118000,118000,118000,84060,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118000,118000
3,321,2,80332,,كيلو,,0.135,2200000,297000,2200000,297000,2200000,251581,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2200000,297000
3,322,1,6269658800026,,,,1,1458000,1458000,1458000,1458000,1458000,1365961,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1458000,1458000
3,323,1,6267604411920,,,,2,215000,430000,215000,430000,215000,387802,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,215000,430000
3,323,3,80105,,كيلو,,0.2,950000,190000,950000,190000,950000,119736,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,950000,190000
3,323,2,80260,,كيلو,,0.655,380000,248900,380000,248900,380000,213792,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,380000,248900
3,324,14,6260055843036,,,,1,148000,148000,148000,148000,148000,122806,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,148000,148000
3,324,7,6260176813611,,,,2,158000,316000,158000,316000,158000,294217,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158000,316000
3,324,15,6260806400068,,,,1,168000,168000,168000,168000,168000,148156,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168000,168000
3,324,2,6261615302024,,,,1,538000,538000,538000,538000,538000,484344,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,538000,538000
3,324,1,6262032506736,,,,1,415000,415000,415000,415000,415000,382956,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,415000,415000
3,324,13,6269705400162,,,,1,145000,145000,145000,145000,145000,120324,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145000,145000
3,324,12,70605,,,,1,15000,15000,15000,15000,15000,10,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,15000
3,324,9,80016,,كيلو,,0.255,1285000,327675,1285000,327675,1285000,273200,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1285000,327675
3,324,4,80031,,كيلو,,0.4,240000,96000,240000,96000,240000,89504,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,240000,96000
3,324,6,80044,,كيلو,,0.135,845000,114075,845000,114075,845000,89822,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,845000,114075
3,324,3,80046,,كيلو,,0.15,1480000,222000,1480000,222000,1480000,187538,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1480000,222000
3,324,5,80065,,كيلو,,0.65,870000,565500,870000,565500,870000,525292,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870000,565500
3,324,8,80075,,كيلو,,0.335,438000,146730,438000,146730,438000,139556,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438000,146730
3,324,10,80098,,كيلو,,1.075,218000,234350,218000,234350,218000,202750,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218000,234350
3,324,11,80324,,كيلو,,1.325,430000,569750,430000,569750,430000,549875,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,430000,569750
3,325,1,6260931402289,,,,2,158000,316000,158000,316000,158000,295400,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158000,316000
3,326,4,6260002930727,,,,1,139000,139000,139000,139000,139000,124228,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139000,139000
3,326,3,6260053158989,,,,1,139000,139000,139000,139000,139000,127505,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139000,139000
3,326,2,6260176805685,,,,2,115000,230000,115000,230000,115000,200960,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115000,230000
3,326,5,6261715204280,,,,2,19000,38000,19000,38000,19000,33506,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19000,38000
3,326,1,80018,,كيلو,,0.15,2100000,315000,2100000,315000,2100000,278428,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2100000,315000
3,327,1,6260405121166,,,,1,278000,278000,278000,278000,278000,241043,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,278000,278000
3,328,1,6262003401954,,,,1,235000,235000,235000,235000,235000,173340,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235000,235000
3,329,1,6260176813611,,,,3,158000,474000,158000,474000,158000,441326,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158000,474000
3,329,2,6260615500409,,,,1,138000,138000,138000,138000,138000,105000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,138000,138000
3,330,2,6260134400457,,,,1,15000,15000,15000,15000,15000,9288,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,15000
3,330,1,80213,,كيلو,,0.58,730000,423400,730000,423400,730000,394816,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,730000,423400
3,331,2,70605,,,,4,15000,60000,15000,60000,15000,40,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,60000
3,331,1,80324,,كيلو,,5.315,430000,2285450,430000,2285450,430000,2205725,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,430000,2285450
3,332,3,70605,,,,4,15000,60000,15000,60000,15000,40,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,60000
3,332,2,80075,,كيلو,,1.97,438000,862860,438000,862860,438000,820672,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438000,862860
3,332,1,80324,,كيلو,,4.925,430000,2117750,430000,2117750,430000,2043875,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,430000,2117750
3,333,1,6260340700372,,,,1,355000,355000,355000,355000,355000,329000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,355000,355000
3,334,1,80098,,كيلو,,3.32,218000,723760,218000,723760,218000,626168,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218000,723760
3,335,1,6260124507524,,,,3,355000,1065000,355000,1065000,355000,729302,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,355000,1065000
3,336,5,6261101313039,,,,1,555000,555000,555000,555000,555000,506037,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,555000,555000
3,336,1,6262747000741,,,,1,285000,285000,285000,285000,285000,233498,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,285000,285000
3,336,7,70605,,,,4,15000,60000,15000,60000,15000,40,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,60000
3,336,2,80031,,كيلو,,3.215,240000,771600,240000,771600,240000,719386,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,240000,771600
3,336,4,80034,,كيلو,,4.11,299000,1228890,299000,1228890,299000,1180467,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,299000,1228890
3,336,3,80075,,كيلو,,1.915,438000,838770,438000,838770,438000,797760,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438000,838770
3,336,6,80324,,كيلو,,6.445,430000,2771350,430000,2771350,430000,2674675,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,430000,2771350
3,337,3,6260053183974,,,,1,137000,137000,137000,137000,137000,99450,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,137000,137000
3,337,4,6260330400688,,,,1,99000,99000,99000,99000,99000,90002,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99000,99000
3,337,5,6260544400245,,عدد,,1,84000,84000,84000,84000,84000,73471,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84000,84000
3,337,1,6261847502209,,,,1,119000,119000,119000,119000,119000,110684,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119000,119000
3,337,2,6265663104593,,,,1,209000,209000,209000,209000,209000,190000,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209000,209000
3,338,2,70605,,,,1,15000,15000,15000,15000,15000,10,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,15000
3,338,1,80324,,كيلو,,1.59,430000,683700,430000,683700,430000,659850,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,430000,683700
3,339,3,6262003400957,,,,1,105000,105000,105000,105000,105000,95675,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105000,105000
3,339,1,6263121400072,,,,1,39000,39000,39000,39000,39000,32441,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39000,39000
3,339,2,6263957101068,,,,1,1248000,1248000,1248000,1248000,1248000,1156521,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1248000,1248000
3,340,5,6260475760067,,,,1,69000,69000,69000,69000,69000,57289,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69000,69000
3,340,1,6261198000041,,,,1,875000,875000,875000,875000,875000,795049,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,875000,875000
